inf 5.565847623102516684e-01 3.313641880176233512e-01 8.219059503917343079e-01 8.619163236290782182e-01 4.914479936802377269e-01 6.662019524326047160e-01 4.446273350073952635e-01 4.237171434125979186e-01 1.028106718250641594e+00 4.526412563470596506e-01 9.443569664734189351e-01 3.321488290960186718e-01 1.042797757255468971e+00 1.899903573626183784e-01 5.540285566527483052e-01 6.855181404828356584e-01 6.871033690133163674e-01 7.573345097560134631e-01 9.838423321260698629e-01
5.565847623102516684e-01 inf 2.301353952633800881e-01 4.941539357633641938e-01 5.133252455257417690e-01 1.279561428015838498e-01 8.920977249473155402e-01 4.773594119129056512e-01 3.833742099121891234e-01 8.537711962759191309e-01 4.390040792945146819e-01 8.519273745125053310e-01 4.179857981023529234e-01 6.109269289848511253e-01 3.680517015329858310e-01 3.331068442315777145e-01 2.544537106610322841e-01 3.643043410054554454e-01 2.858201431698437212e-01 7.015504172737015987e-01
3.313641880176233512e-01 2.301353952633800881e-01 inf 6.179856359456374904e-01 6.491854199870101816e-01 2.056272487018417361e-01 7.918947500752276936e-01 4.108325117291667383e-01 3.286394698959332339e-01 9.228097382282894889e-01 3.867281670652902847e-01 8.839878479381945153e-01 3.049975473651311830e-01 7.918969367973137663e-01 1.413941385605927414e-01 3.749297887004546803e-01 4.172791852420552616e-01 4.735521461993819070e-01 4.754736676131987028e-01 8.141685909774272201e-01
8.219059503917343079e-01 4.941539357633641938e-01 6.179856359456374904e-01 inf 4.395191422958939081e-02 4.218625944912551273e-01 7.271667687674882030e-01 4.302687871137326758e-01 4.057264066898733645e-01 3.830766903751094410e-01 3.996118369469709997e-01 4.318673019564063797e-01 5.028318705371924713e-01 2.542656972156562833e-01 6.916104174033187446e-01 2.681329053730487910e-01 2.434874888281960137e-01 1.445340632164571482e-01 2.534460934557177247e-01 2.074588267437482980e-01
8.619163236290782182e-01 5.133252455257417690e-01 6.491854199870101816e-01 4.395191422958939081e-02 inf 4.496095833299924016e-01 7.670975368517883863e-01 4.740873101044812410e-01 4.479062588471744433e-01 3.880129157005449136e-01 4.431046958059037810e-01 4.506382614665193631e-01 5.450465960078579863e-01 2.109301737588372694e-01 7.277978372184540357e-01 3.079019152991484543e-01 2.593195815931636505e-01 1.786372745610957657e-01 2.560439411975863333e-01 1.953570880252072650e-01
4.914479936802377269e-01 1.279561428015838498e-01 2.056272487018417361e-01 4.218625944912551273e-01 4.496095833299924016e-01 inf 7.647884668624167492e-01 3.496962508810137482e-01 2.558984442272177473e-01 7.563703894642294090e-01 3.110790175618317055e-01 7.410718999476972879e-01 2.980467102587437966e-01 5.863030220330797126e-01 3.160244694227574147e-01 2.157126136521604898e-01 2.117487929910616962e-01 2.799100831878477691e-01 2.733011706810535291e-01 6.245948838476040876e-01
6.662019524326047160e-01 8.920977249473155402e-01 7.918947500752276936e-01 7.271667687674882030e-01 7.670975368517883863e-01 7.647884668624167492e-01 inf 4.153739107898521965e-01 5.088912540688100838e-01 6.393666650796113737e-01 4.554889595655648993e-01 4.978862622030806317e-01 4.902862201463419334e-01 9.734810878611742657e-01 7.208745828573847048e-01 6.029214268453175762e-01 8.023595351816488197e-01 6.905511251456954991e-01 8.719051378961524268e-01 7.439095792205444591e-01
4.446273350073952635e-01 4.773594119129056512e-01 4.108325117291667383e-01 4.302687871137326758e-01 4.740873101044812410e-01 3.496962508810137482e-01 4.153739107898521965e-01 inf 9.414607427481680446e-02 5.835121940602304713e-01 4.237667171423167845e-02 5.068381948050196817e-01 1.223575391350107122e-01 6.801505726138959984e-01 3.909450011887115606e-01 2.091987849893902907e-01 4.112996155950221500e-01 3.320186403685721488e-01 4.873234954579656608e-01 5.550810103514915994e-01
4.237171434125979186e-01 3.833742099121891234e-01 3.286394698959332339e-01 4.057264066898733645e-01 4.479062588471744433e-01 2.558984442272177473e-01 5.088912540688100838e-01 9.414607427481680446e-02 inf 6.216777582734963614e-01 5.961179220069762891e-02 5.635174131822120458e-01 9.714036686645971530e-02 6.440789740344687875e-01 3.324057527373602272e-01 1.490213576459213929e-01 3.387417495932826261e-01 2.848530866225010283e-01 4.165363997328792589e-01 5.601817348118071083e-01
1.028106718250641594e+00 8.537711962759191309e-01 9.228097382282894889e-01 3.830766903751094410e-01 3.880129157005449136e-01 7.563703894642294090e-01 6.393666650796113737e-01 5.835121940602304713e-01 6.216777582734963614e-01 inf 5.796485428013538055e-01 1.460297738028429049e-01 7.003799307668172602e-01 5.016756828208736030e-01 9.534473641925801379e-01 5.495452167069201366e-01 6.179215363178324205e-01 4.903862517850008929e-01 6.364613044929686714e-01 2.141466738657868685e-01
4.526412563470596506e-01 4.390040792945146819e-01 3.867281670652902847e-01 3.996118369469709997e-01 4.431046958059037810e-01 3.110790175618317055e-01 4.554889595655648993e-01 4.237667171423167845e-02 5.961179220069762891e-02 5.796485428013538055e-01 inf 5.128678234808483616e-01 1.211547315810187764e-01 6.466680995896848527e-01 3.807047546203323751e-01 1.680534922450486746e-01 3.693983627990961027e-01 2.943554548790076608e-01 4.457073251247458678e-01 5.359532894870374653e-01
9.443569664734189351e-01 8.519273745125053310e-01 8.839878479381945153e-01 4.318673019564063797e-01 4.506382614665193631e-01 7.410718999476972879e-01 4.978862622030806317e-01 5.068381948050196817e-01 5.635174131822120458e-01 1.460297738028429049e-01 5.128678234808483616e-01 inf 6.286902841543391407e-01 6.046759984549495703e-01 8.935678275010098259e-01 5.257396595747695356e-01 6.396557109484416470e-01 5.034443871029684603e-01 6.745109596133433971e-01 3.192746639678265552e-01
3.321488290960186718e-01 4.179857981023529234e-01 3.049975473651311830e-01 5.028318705371924713e-01 5.450465960078579863e-01 2.980467102587437966e-01 4.902862201463419334e-01 1.223575391350107122e-01 9.714036686645971530e-02 7.003799307668172602e-01 1.211547315810187764e-01 6.286902841543391407e-01 inf 7.403503570465416184e-01 2.693764253704643563e-01 2.437540607417625627e-01 4.219314610136495891e-01 3.804915589995658265e-01 4.998983603183227431e-01 6.530694157700800417e-01
