inf 5.522471573187980320e-01 5.208117413415590535e-01 5.977810211856626754e-01 4.478868002640884471e-01 5.685378091738096940e-01 1.610129972390633157e-01 5.905331189810650860e-01 2.648552473581126110e-01 2.407297918302410411e-01 6.838875737623747453e-01 2.345238025374466739e-01 6.309704226521014592e-01 5.297563625035252022e-01 2.614492886317152376e-01 3.540836655847995895e-01 2.672974883114442313e-01 7.164622259426586259e-01 1.018203335756881489e-01 8.266962753948693399e-01 4.724383650733520734e-01 9.813462753066443112e-02 5.771442726337553397e-01 1.683081270974853827e-01 2.343364735226071416e-01 6.192095364853452688e-01 3.063675704214742224e-01 2.074878083512199101e-01 2.362265803949085141e-01 1.734161463555048688e-01
5.522471573187980320e-01 inf 1.331586632111098067e-01 5.077601444248635021e-01 6.697135609888330565e-01 1.019107350746236484e+00 3.951387113425405828e-01 3.043136653385731805e-01 5.403601775268529472e-01 7.728415144523268498e-01 5.973137403088262243e-01 5.723208010439160276e-01 8.142650172552191590e-01 6.415406196060132737e-01 8.105429739880091189e-01 4.211352738335866208e-01 4.904740828202132641e-01 2.776340156121047120e-01 4.533755525074797954e-01 7.417403182949391383e-01 2.232142434309707102e-01 6.224956370125862559e-01 5.420521898348865109e-02 4.597602851527888279e-01 6.914998439938857544e-01 1.025928882875399406e+00 6.316615252177586459e-01 6.994796683800587056e-01 7.666834502898646209e-01 3.867934654201432010e-01
5.208117413415590535e-01 1.331586632111098067e-01 inf 6.132589014542770833e-01 7.284175351612510729e-01 1.038067986890735650e+00 3.802371906380027644e-01 4.258289314886105070e-01 4.493547512373530228e-01 7.179217650828394470e-01 7.075079911968393809e-01 5.954863170802058292e-01 8.887244706435127872e-01 7.202143561143340422e-01 7.820143883946371055e-01 3.124199293582336501e-01 5.267832811430525064e-01 4.104687399065722886e-01 4.190270236507530055e-01 8.569478754992555514e-01 9.675820225230181981e-02 6.047625888456361620e-01 1.872508483060326412e-01 4.686481890427762198e-01 6.184333111101368852e-01 1.057752280402942446e+00 5.374179055767329682e-01 6.959787583782026665e-01 7.509740745218587143e-01 3.772951181301402168e-01
5.977810211856626754e-01 5.077601444248635021e-01 6.132589014542770833e-01 inf 3.157703886089389123e-01 7.389746678982980210e-01 4.890993974709429426e-01 2.224258362654441545e-01 7.824991762058657319e-01 8.234991064228334157e-01 9.896839843353731625e-02 4.134929362650821560e-01 3.655974643307235428e-01 2.112948770980045132e-01 7.533114463372010405e-01 7.550348640463969696e-01 3.383068077636799953e-01 3.768584977884342768e-01 5.618888420441086051e-01 2.546394503697853584e-01 6.645833991935946594e-01 5.888000892579887680e-01 4.719865138147091854e-01 4.298391872502011490e-01 8.292464248289274087e-01 6.978293427517306968e-01 8.606977703159274240e-01 5.828092496791705823e-01 6.735645441700084390e-01 4.726784384149166907e-01
4.478868002640884471e-01 6.697135609888330565e-01 7.284175351612510729e-01 3.157703886089389123e-01 inf 4.234584048974036063e-01 4.285674757704887594e-01 4.784749881835679841e-01 6.992298826677979529e-01 6.177796976654760241e-01 3.484583813259681251e-01 2.133871564488412365e-01 1.856677464653964937e-01 1.221644368607557735e-01 5.018693867074132120e-01 7.365890209817805845e-01 2.195015019700461423e-01 6.490893419007964793e-01 4.693666355477714158e-01 4.446331443823343665e-01 7.395941332632290921e-01 3.904212461706961235e-01 6.561410335292425788e-01 3.232265632060707938e-01 6.723435653778739862e-01 3.894949216879797227e-01 7.530487945973028951e-01 3.338867988843633450e-01 4.171961260744717626e-01 4.179794726226934709e-01
5.685378091738096940e-01 1.019107350746236484e+00 1.038067986890735650e+00 7.389746678982980210e-01 4.234584048974036063e-01 inf 6.641544939203265496e-01 8.890049863413860276e-01 8.172339500634384635e-01 5.669015855688682715e-01 7.611804576916457732e-01 4.469811627807827592e-01 4.540452004593348301e-01 5.344726213555140992e-01 3.982001152535983857e-01 9.226132586026576377e-01 5.308845677913032191e-01 1.057958700977259969e+00 6.530207455123804294e-01 8.229690832095939435e-01 1.015240913739937412e+00 4.704414246185160686e-01 1.020447574158769077e+00 5.694236863582741170e-01 6.913505801269774764e-01 1.027249196020749294e-01 8.250290712480717881e-01 3.614282435272855309e-01 3.551034202828970421e-01 6.638627570999889871e-01
1.610129972390633157e-01 3.951387113425405828e-01 3.802371906380027644e-01 4.890993974709429426e-01 4.285674757704887594e-01 6.641544939203265496e-01 inf 4.426580982051296353e-01 2.956055048260069484e-01 3.972402274542912171e-01 5.834794671744217842e-01 2.403581159856996718e-01 6.124009948010209481e-01 4.759872374540433659e-01 4.154903470675118671e-01 3.080549293680826528e-01 2.104906094007713835e-01 5.584948815179947568e-01 7.839884214514086791e-02 7.352394599461805624e-01 3.511546454490391822e-01 2.282853368157389817e-01 4.172628429747518575e-01 1.083897076688731809e-01 3.565786295802642614e-01 6.945859493026240727e-01 3.715984863437811203e-01 3.157706073203113695e-01 3.739514607882952757e-01 1.669420324773085787e-02
5.905331189810650860e-01 3.043136653385731805e-01 4.258289314886105070e-01 2.224258362654441545e-01 4.784749881835679841e-01 8.890049863413860276e-01 4.426580982051296353e-01 inf 7.037829155347403720e-01 8.311042802602673918e-01 3.001316750031431946e-01 4.835183915383019504e-01 5.750397698076478159e-01 4.058399060722613916e-01 8.052905496774428462e-01 6.355801747712093164e-01 3.902535938640873669e-01 1.706172902250158441e-01 5.209267282638180285e-01 4.385256059170096754e-01 4.955300906066611999e-01 6.178034349360495003e-01 2.606698574386052125e-01 4.340422578160748057e-01 7.987256090740451064e-01 8.668881616529792167e-01 7.919718962256592221e-01 6.506314018859704618e-01 7.370666240866113883e-01 4.267065297457242612e-01
2.648552473581126110e-01 5.403601775268529472e-01 4.493547512373530228e-01 7.824991762058657319e-01 6.992298826677979529e-01 8.172339500634384635e-01 2.956055048260069484e-01 7.037829155347403720e-01 inf 3.198355205500947873e-01 8.781233788338866919e-01 4.887741629445248037e-01 8.847202275161443197e-01 7.641573921426382254e-01 4.495139742285450546e-01 1.546289035584233196e-01 4.935608739621527574e-01 7.809419307715136371e-01 2.331518322894868822e-01 1.030622559485029566e+00 3.637121847957126008e-01 3.558079987213288442e-01 5.845096117914468925e-01 3.825994631525408418e-01 1.879522454065643555e-01 8.771529505445713193e-01 9.185054984122648092e-02 4.641483155516206160e-01 4.647812159879950999e-01 3.114311872599527242e-01
2.407297918302410411e-01 7.728415144523268498e-01 7.179217650828394470e-01 8.234991064228334157e-01 6.177796976654760241e-01 5.669015855688682715e-01 3.972402274542912171e-01 8.311042802602673918e-01 3.198355205500947873e-01 inf 9.029248680266370730e-01 4.222850369760919320e-01 7.840422224663700090e-01 7.214445028085766376e-01 1.687373415048415148e-01 4.681128775326099944e-01 4.853513066023705247e-01 9.555720008942414356e-01 3.247962185605327567e-01 1.036669208948835852e+00 6.496280629835233800e-01 2.368339136438800119e-01 8.039035077716460975e-01 4.025130235555899882e-01 1.414864222438767805e-01 6.485830195620142513e-01 2.864968147495848272e-01 2.896389351513626309e-01 2.302223897958819154e-01 4.112716801227607744e-01
