inf 8.921141532979987021e-01 7.127702443646624086e-01 7.153116309680054852e-02 7.351739124769821609e-01 6.459830116163928215e-01 4.981517554860263597e-01 3.424199570170413653e-01 2.231725692615106615e-01 7.822348365566847983e-01 2.655627886647594083e-01 9.316033022734730995e-01 5.654795480675546271e-01 8.750388438442328054e-01 9.701036397883671114e-01 8.252423923485323609e-01 7.488670802614626476e-01 8.173449275071352771e-01 8.268874824518015476e-01 4.250531657131547125e-01 7.932039659721871194e-01
8.921141532979987021e-01 inf 5.612079455799241501e-01 8.415828001440662787e-01 5.171200545982846952e-01 3.563278466428790869e-01 4.550702272409940519e-01 8.002246047227635772e-01 7.040247004000390607e-01 5.347916763092483983e-01 6.900528881699448114e-01 3.087593734766914677e-01 4.224783260922106987e-01 3.773317370689749373e-01 1.283868854820535421e-01 6.808354909831652868e-02 5.667585233409490053e-01 6.336233542318712164e-01 1.134172540348683811e-01 5.459032592960780805e-01 3.969784935256938097e-01
7.127702443646624086e-01 5.612079455799241501e-01 inf 7.068259042672859760e-01 8.753728303304253444e-01 6.664352197244679532e-01 6.217013631815057062e-01 8.546576755572712347e-01 6.601044752486526779e-01 9.165794410263876646e-01 6.863900760313348393e-01 8.233696008552335854e-01 2.403879061390553351e-01 2.551436977340337253e-01 6.894688052682412804e-01 5.131479906646810862e-01 9.217949821375118757e-01 1.191085204111444751e-01 6.003579943020785903e-01 6.612907639476426347e-01 1.828282742171099817e-01
7.153116309680054852e-02 8.415828001440662787e-01 7.068259042672859760e-01 inf 6.644104399954092743e-01 5.812880144794924098e-01 4.336262126690243468e-01 2.763295671610289106e-01 1.551552759012470306e-01 7.112725895650220398e-01 1.951930029723533411e-01 8.667819924961035483e-01 5.393402190053333545e-01 8.508781912075755738e-01 9.140874833404851740e-01 7.756210100470516400e-01 6.775489131935162890e-01 8.162843525165480729e-01 7.711349070072373024e-01 3.572059133912313111e-01 7.714610252265134971e-01
7.351739124769821609e-01 5.171200545982846952e-01 8.753728303304253444e-01 6.644104399954092743e-01 inf 2.102437681626202759e-01 2.892618454583065213e-01 4.620039665478066215e-01 5.143487243381498208e-01 4.922534329616915644e-02 4.696582866903205034e-01 3.036471809802053223e-01 6.398739729901855577e-01 8.148221361187005796e-01 4.854798304702743761e-01 4.932419531452334471e-01 5.079532606893574775e-02 9.859918054822087718e-01 4.039940719023711879e-01 3.219988324103748578e-01 7.869281634855384011e-01
6.459830116163928215e-01 3.563278466428790869e-01 6.664352197244679532e-01 5.812880144794924098e-01 2.102437681626202759e-01 inf 1.478370213745769657e-01 4.647635407458277634e-01 4.269258142164182868e-01 2.501446214168724924e-01 3.955203751471552676e-01 2.856336479616780055e-01 4.336962902492624838e-01 6.100501487547089763e-01 3.720955031873260932e-01 3.145999973600459021e-01 2.587904570976443108e-01 7.760780766930689412e-01 2.481722938113841426e-01 2.299807864049176753e-01 5.779995047499169036e-01
4.981517554860263597e-01 4.550702272409940519e-01 6.217013631815057062e-01 4.336262126690243468e-01 2.892618454583065213e-01 1.478370213745769657e-01 inf 3.452811071653578145e-01 2.796987346534806629e-01 3.378140804145433607e-01 2.509501690532819906e-01 4.334699441480684423e-01 3.813661201594406025e-01 6.244815705240003290e-01 4.990074027844036975e-01 3.989900594044762383e-01 3.252163366292410429e-01 7.384919378112400068e-01 3.616143012175434546e-01 9.150472268341948434e-02 5.738294500709197887e-01
3.424199570170413653e-01 8.002246047227635772e-01 8.546576755572712347e-01 2.763295671610289106e-01 4.620039665478066215e-01 4.647635407458277634e-01 3.452811071653578145e-01 inf 2.046350064956298231e-01 5.017036463879337438e-01 1.691022123815252298e-01 7.261770670035115893e-01 6.362482166510116111e-01 9.291174294092714447e-01 8.357376591703420399e-01 7.439942710821885186e-01 4.588906341390645016e-01 9.728028832129281822e-01 7.035567882180999710e-01 2.555392883554669092e-01 8.634285351918582485e-01
2.231725692615106615e-01 7.040247004000390607e-01 6.601044752486526779e-01 1.551552759012470306e-01 5.143487243381498208e-01 4.269258142164182868e-01 2.796987346534806629e-01 2.046350064956298231e-01 inf 5.621216753807211086e-01 4.964470468857705432e-02 7.121444902626414830e-01 4.561537116097372224e-01 7.622563527455662458e-01 7.680982917324018500e-01 6.400770498458423496e-01 5.312190343728151465e-01 7.767702848359648859e-01 6.261227460383227417e-01 2.021505780019898502e-01 6.894704199274948042e-01
7.822348365566847983e-01 5.347916763092483983e-01 9.165794410263876646e-01 7.112725895650220398e-01 4.922534329616915644e-02 2.501446214168724924e-01 3.378140804145433607e-01 5.017036463879337438e-01 5.621216753807211086e-01 inf 5.169057340570705206e-01 2.954662316801738298e-01 6.828094271339159027e-01 8.467221023171354055e-01 4.915838473095031635e-01 5.165354681350530219e-01 4.900639415119889541e-02 1.025851893811478455e+00 4.230035332642375079e-01 3.710027796292431623e-01 8.224149056132745716e-01
