inf 3.493093282588111692e-01 5.893048141060645007e-01 2.832531901829407062e-01 2.160919916171347988e-01 6.434148480349273225e-01 1.220188514733799301e-01 4.762894932718842456e-01 2.187664991146687499e-01 3.974203074407827718e-01 4.419037989128853372e-01 6.264706702193854060e-01 5.564101684192958031e-01 4.382657888214037678e-01 3.160576920545860036e-01
3.493093282588111692e-01 inf 5.901618246482286390e-01 5.888593167168001408e-01 5.620574042440626972e-01 4.257290427357094953e-01 4.359646709730805592e-01 1.600164827876966733e-01 3.517282217827317203e-01 4.720994373723810811e-01 2.690954534373697360e-01 3.986003035640081071e-01 8.120410195416888355e-01 7.711451449877486652e-01 5.541494883395031712e-01
5.893048141060645007e-01 5.901618246482286390e-01 inf 5.302492376425358422e-01 7.218233073136595124e-01 3.744607929380996403e-01 7.042626408012390149e-01 5.354108653053073485e-01 7.792235111472345377e-01 1.968973961701813158e-01 8.510454082303757772e-01 3.898576193590249095e-01 5.117823128010252631e-01 6.934050734326038246e-01 4.011313772314447634e-01
2.832531901829407062e-01 5.888593167168001408e-01 5.302492376425358422e-01 inf 2.415355097046453514e-01 7.425353024598616569e-01 3.171108788748754348e-01 6.743999354586066586e-01 4.859431301201155295e-01 3.484970360204720508e-01 7.243386164636683722e-01 7.361532637296150927e-01 2.836176276076758929e-01 1.955974273734637503e-01 1.297444873364757278e-01
2.160919916171347988e-01 5.620574042440626972e-01 7.218233073136595124e-01 2.415355097046453514e-01 inf 8.441468808344900765e-01 1.427033481410288906e-01 6.923640002824060780e-01 3.199717725171584704e-01 5.257374695054308766e-01 6.032036604162286375e-01 8.298827197383208398e-01 5.120132422462185806e-01 2.939051514435720991e-01 3.510023671416476754e-01
6.434148480349273225e-01 4.257290427357094953e-01 3.744607929380996403e-01 7.425353024598616569e-01 8.441468808344900765e-01 inf 7.625810258065145453e-01 2.858186914654743949e-01 7.480250575004946390e-01 4.261322431481660566e-01 6.825872530324414988e-01 2.994294614689814102e-02 8.357278003956578605e-01 9.355561963254876989e-01 6.381635604212640978e-01
1.220188514733799301e-01 4.359646709730805592e-01 7.042626408012390149e-01 3.171108788748754348e-01 1.427033481410288906e-01 7.625810258065145453e-01 inf 5.776633317621792107e-01 1.817086503140014353e-01 5.093754221794883907e-01 4.606264458040418286e-01 7.446403770397793664e-01 6.007226230774074249e-01 4.234627002717427646e-01 3.896873793761881921e-01
4.762894932718842456e-01 1.600164827876966733e-01 5.354108653053073485e-01 6.743999354586066586e-01 6.923640002824060780e-01 2.858186914654743949e-01 5.776633317621792107e-01 inf 5.105342737876061854e-01 4.704983116718658431e-01 3.981163164182709435e-01 2.565337675710469556e-01 8.581448592651415019e-01 8.665883732743974166e-01 6.113369895348372829e-01
2.187664991146687499e-01 3.517282217827317203e-01 7.792235111472345377e-01 4.859431301201155295e-01 3.199717725171584704e-01 7.480250575004946390e-01 1.817086503140014353e-01 5.105342737876061854e-01 inf 5.976834356840211582e-01 2.908198008174915361e-01 7.248347448742314958e-01 7.671980241844130743e-01 6.051413736099451324e-01 5.343103306752252646e-01
3.974203074407827718e-01 4.720994373723810811e-01 1.968973961701813158e-01 3.484970360204720508e-01 5.257374695054308766e-01 4.261322431481660566e-01 5.093754221794883907e-01 4.704983116718658431e-01 5.976834356840211582e-01 inf 7.108148743252056256e-01 4.279556825800722719e-01 4.124556236869101333e-01 5.283570402115160825e-01 2.256892628537138512e-01
4.419037989128853372e-01 2.690954534373697360e-01 8.510454082303757772e-01 7.243386164636683722e-01 6.032036604162286375e-01 6.825872530324414988e-01 4.606264458040418286e-01 3.981163164182709435e-01 2.908198008174915361e-01 7.108148743252056256e-01 inf 6.538025083005877258e-01 9.879817569349108597e-01 8.736910619928196509e-01 7.331941898664410262e-01
6.264706702193854060e-01 3.986003035640081071e-01 3.898576193590249095e-01 7.361532637296150927e-01 8.298827197383208398e-01 2.994294614689814102e-02 7.446403770397793664e-01 2.565337675710469556e-01 7.248347448742314958e-01 4.279556825800722719e-01 6.538025083005877258e-01 inf 8.394587569291537266e-01 9.301720166669144030e-01 6.352000329942468770e-01
5.564101684192958031e-01 8.120410195416888355e-01 5.117823128010252631e-01 2.836176276076758929e-01 5.120132422462185806e-01 8.357278003956578605e-01 6.007226230774074249e-01 8.581448592651415019e-01 7.671980241844130743e-01 4.124556236869101333e-01 9.879817569349108597e-01 8.394587569291537266e-01 inf 2.855590539368418890e-01 2.589265709890058442e-01
4.382657888214037678e-01 7.711451449877486652e-01 6.934050734326038246e-01 1.955974273734637503e-01 2.939051514435720991e-01 9.355561963254876989e-01 4.234627002717427646e-01 8.665883732743974166e-01 6.051413736099451324e-01 5.283570402115160825e-01 8.736910619928196509e-01 9.301720166669144030e-01 2.855590539368418890e-01 inf 3.028449281607732413e-01
3.160576920545860036e-01 5.541494883395031712e-01 4.011313772314447634e-01 1.297444873364757278e-01 3.510023671416476754e-01 6.381635604212640978e-01 3.896873793761881921e-01 6.113369895348372829e-01 5.343103306752252646e-01 2.256892628537138512e-01 7.331941898664410262e-01 6.352000329942468770e-01 2.589265709890058442e-01 3.028449281607732413e-01 inf
