inf 2.777542225307182977e-01 3.204812393749687516e-01 6.230386274228685295e-01 7.265099103256541513e-01 5.764436614771299983e-01 8.534262788192905624e-01 5.709760241037844519e-01 1.813615515194247074e-01 2.709370783895961865e-01 4.853424237064131175e-01 6.004723656847406055e-01 4.400631490311552318e-01 8.990532518202679624e-01 6.171390745140511447e-01 5.289865558167444748e-01 6.038106790551925895e-01
2.777542225307182977e-01 inf 5.729469725539143576e-01 8.283865709787189280e-01 8.208947343420029963e-01 8.371627553522152931e-01 1.127927737376503758e+00 7.138875471558023822e-01 3.011326418286560114e-01 5.135889747273986866e-02 5.605115509612231817e-01 7.565507637906886407e-01 6.193428685009535473e-01 1.166156335442162684e+00 8.557964846461298958e-01 7.982811474859689005e-01 8.192759870722746696e-01
3.204812393749687516e-01 5.729469725539143576e-01 inf 3.295623081198786886e-01 5.575226136148029310e-01 2.647644190523236740e-01 5.736840362269797211e-01 3.686516222376072238e-01 3.020152648812647334e-01 5.483349453417595276e-01 4.062499901696899895e-01 3.731895827880924443e-01 2.228546354890119097e-01 5.960433024847434647e-01 2.977686947033978404e-01 2.380653851932588716e-01 6.344025849798110572e-01
6.230386274228685295e-01 8.283865709787189280e-01 3.295623081198786886e-01 inf 3.614692148740466515e-01 2.720824592840610512e-01 5.520117876727272943e-01 2.140500641880886123e-01 5.273060974859061778e-01 7.907794986270851867e-01 3.950508829975687419e-01 1.701979831252153352e-01 2.140960290133435140e-01 4.979656584050782819e-01 1.459052254185393971e-01 3.380393531141935304e-01 9.201487642493150210e-01
7.265099103256541513e-01 8.208947343420029963e-01 5.575226136148029310e-01 3.614692148740466515e-01 inf 6.227674632339167404e-01 9.129229389616093648e-01 1.904147588137863334e-01 5.608380296699679857e-01 7.717580659169462898e-01 2.605195516630209873e-01 2.042592034773112741e-01 3.348616904924081594e-01 8.499625954005139983e-01 5.063844918974085285e-01 6.744822743599226955e-01 1.191812830515360577e+00
5.764436614771299983e-01 8.371627553522152931e-01 2.647644190523236740e-01 2.720824592840610512e-01 6.227674632339167404e-01 inf 3.280090528010572437e-01 4.473840406217719501e-01 5.627396207185911825e-01 8.130987631589060571e-01 5.771568784825981124e-01 4.194925350221079263e-01 3.554367067674319425e-01 3.321773348693525807e-01 1.345656672925668040e-01 8.249918315848850381e-02 6.884409162834005391e-01
8.534262788192905624e-01 1.127927737376503758e+00 5.736840362269797211e-01 5.520117876727272943e-01 9.129229389616093648e-01 3.280090528010572437e-01 inf 7.558183251224805943e-01 8.755041216131539406e-01 1.110945998441450921e+00 9.023100463863392706e-01 7.191102246036005230e-01 6.811389414001083331e-01 1.317006687390731012e-01 4.104216690548235791e-01 3.357816150300463320e-01 7.284163754200042584e-01
5.709760241037844519e-01 7.138875471558023822e-01 3.686516222376072238e-01 2.140500641880886123e-01 1.904147588137863334e-01 4.473840406217719501e-01 7.558183251224805943e-01 inf 4.252190883771994057e-01 6.690632301230289292e-01 1.961841766213183180e-01 5.202206693917210689e-02 1.478501288562323879e-01 7.106385062382023499e-01 3.457315305156971053e-01 4.913843861872197460e-01 1.002976241435709959e+00
1.813615515194247074e-01 3.011326418286560114e-01 3.020152648812647334e-01 5.273060974859061778e-01 5.608380296699679857e-01 5.627396207185911825e-01 8.755041216131539406e-01 4.252190883771994057e-01 inf 2.644265424416217813e-01 3.096314362561874978e-01 4.634616344047264302e-01 3.189334663400831271e-01 8.948861087369441858e-01 5.625580534507698127e-01 5.397286468306635721e-01 7.635653264982548150e-01
2.709370783895961865e-01 5.135889747273986866e-02 5.483349453417595276e-01 7.907794986270851867e-01 7.717580659169462898e-01 8.130987631589060571e-01 1.110945998441450921e+00 6.690632301230289292e-01 2.644265424416217813e-01 inf 5.116455659175501713e-01 7.127833709940183393e-01 5.797359160553147150e-01 1.143883331626547095e+00 8.247795618764540704e-01 7.784686135931317974e-01 8.379003033105297815e-01
4.853424237064131175e-01 5.605115509612231817e-01 4.062499901696899895e-01 3.950508829975687419e-01 2.605195516630209873e-01 5.771568784825981124e-01 9.023100463863392706e-01 1.961841766213183180e-01 3.096314362561874978e-01 5.116455659175501713e-01 inf 2.481598701855462219e-01 2.217204768214729171e-01 8.757450757868132651e-01 5.046387009130928192e-01 5.986971832947621808e-01 1.012634768202805180e+00
6.004723656847406055e-01 7.565507637906886407e-01 3.731895827880924443e-01 1.701979831252153352e-01 2.042592034773112741e-01 4.194925350221079263e-01 7.191102246036005230e-01 5.202206693917210689e-02 4.634616344047264302e-01 7.127833709940183393e-01 2.481598701855462219e-01 inf 1.637457632788017203e-01 6.681558560594705876e-01 3.089345656618255886e-01 4.702741448600620822e-01 1.004368916083466567e+00
4.400631490311552318e-01 6.193428685009535473e-01 2.228546354890119097e-01 2.140960290133435140e-01 3.348616904924081594e-01 3.554367067674319425e-01 6.811389414001083331e-01 1.478501288562323879e-01 3.189334663400831271e-01 5.797359160553147150e-01 2.217204768214729171e-01 1.637457632788017203e-01 inf 6.602958493213099134e-01 2.916159141291640444e-01 3.801333107150586255e-01 8.569620760890610534e-01
8.990532518202679624e-01 1.166156335442162684e+00 5.960433024847434647e-01 4.979656584050782819e-01 8.499625954005139983e-01 3.321773348693525807e-01 1.317006687390731012e-01 7.106385062382023499e-01 8.948861087369441858e-01 1.143883331626547095e+00 8.757450757868132651e-01 6.681558560594705876e-01 6.602958493213099134e-01 inf 3.711232847832909298e-01 3.701635763714222205e-01 8.452144485172660149e-01
6.171390745140511447e-01 8.557964846461298958e-01 2.977686947033978404e-01 1.459052254185393971e-01 5.063844918974085285e-01 1.345656672925668040e-01 4.104216690548235791e-01 3.457315305156971053e-01 5.625580534507698127e-01 8.247795618764540704e-01 5.046387009130928192e-01 3.089345656618255886e-01 2.916159141291640444e-01 3.711232847832909298e-01 inf 2.113253277077997982e-01 8.144041088630161740e-01
5.289865558167444748e-01 7.982811474859689005e-01 2.380653851932588716e-01 3.380393531141935304e-01 6.744822743599226955e-01 8.249918315848850381e-02 3.357816150300463320e-01 4.913843861872197460e-01 5.397286468306635721e-01 7.784686135931317974e-01 5.986971832947621808e-01 4.702741448600620822e-01 3.801333107150586255e-01 3.701635763714222205e-01 2.113253277077997982e-01 inf 6.062613998085077949e-01
6.038106790551925895e-01 8.192759870722746696e-01 6.344025849798110572e-01 9.201487642493150210e-01 1.191812830515360577e+00 6.884409162834005391e-01 7.284163754200042584e-01 1.002976241435709959e+00 7.635653264982548150e-01 8.379003033105297815e-01 1.012634768202805180e+00 1.004368916083466567e+00 8.569620760890610534e-01 8.452144485172660149e-01 8.144041088630161740e-01 6.062613998085077949e-01 inf
