inf 2.118362595496815770e-01 5.283805624263858691e-01 3.048852988015890997e-01 5.243802845021028336e-01 5.695189215577410868e-01 3.052185867486896242e-01 3.004806574599561686e-01 4.299152350663414390e-01 7.114505596148624766e-01 2.647696844293507268e-01 2.938873639321596398e-01 4.423060878046684019e-01 4.461348385020902363e-01 3.245781825233660656e-01 6.725723515819500564e-01 5.744065780754150641e-01 6.699104692826768348e-01 2.609975999794166279e-01 4.864367003603622952e-01 1.457267302461364711e-01 3.890652047429627447e-01
2.118362595496815770e-01 inf 7.380744527074644123e-01 5.147835137445682108e-01 7.354144973796776785e-01 5.219783430326268014e-01 2.549029281874617414e-01 4.878763559312838671e-01 2.698841446910417163e-01 8.030714411153575538e-01 4.611579079650188207e-01 4.939506643061485902e-01 4.510103037219791999e-01 3.127292616648233992e-01 3.579579794159634676e-01 7.863381172097283489e-01 6.174991150504567372e-01 8.469401577987888396e-01 2.221949094959290716e-01 5.582691549883875837e-01 8.959717114625637135e-02 2.805687047877647999e-01
5.283805624263858691e-01 7.380744527074644123e-01 inf 2.624659600234169332e-01 1.425474880532338340e-01 8.654895542593429303e-01 7.723993919212275294e-01 2.918589030807117179e-01 9.005772800615425844e-01 6.593405803653544783e-01 2.932908581171758122e-01 2.573497940244773297e-01 6.994659764288536641e-01 8.873435068016081173e-01 7.039927824135340240e-01 5.708920762015911032e-01 7.010478585931362305e-01 3.239560324617940523e-01 6.826020083832492480e-01 5.969815447760289384e-01 6.723100981579112068e-01 8.192906724572209809e-01
3.048852988015890997e-01 5.147835137445682108e-01 2.624659600234169332e-01 inf 2.214282601202738621e-01 7.811355695232076179e-01 5.125637925632744452e-01 2.375146232139098146e-01 7.234671857122817462e-01 7.337075758508242451e-01 1.963228198543243430e-01 1.813817538892243952e-01 6.224860232539520810e-01 7.275110056474309861e-01 4.420117796249796727e-01 6.623997533605909815e-01 6.892505595920117578e-01 5.185552356701355059e-01 5.234882054688897446e-01 5.815917590661147107e-01 4.372799149613114111e-01 6.633345785174354914e-01
5.243802845021028336e-01 7.354144973796776785e-01 1.425474880532338340e-01 2.214282601202738621e-01 inf 9.454693723893512480e-01 7.216852971657021776e-01 3.620914234217316174e-01 9.325402273990104351e-01 7.892728646563109685e-01 3.443737685127414294e-01 3.117829126645143001e-01 7.802332534731480918e-01 9.296934445247659884e-01 6.325612314281241488e-01 7.034770963473259142e-01 8.068060352073078700e-01 4.664690264172212109e-01 7.230482216063172096e-01 6.994730689607628893e-01 6.587048616603172757e-01 8.632387872187712308e-01
5.695189215577410868e-01 5.219783430326268014e-01 8.654895542593429303e-01 7.811355695232076179e-01 9.454693723893512480e-01 inf 7.755767512066467084e-01 5.837853968429970175e-01 3.347552626623614969e-01 4.757316866780613718e-01 6.033112137296680055e-01 6.341427306596305602e-01 1.661509254584492001e-01 2.655937828878087159e-01 8.603257041995522325e-01 5.215523805648716316e-01 2.492965423580951745e-01 7.641400616317266525e-01 3.180192389259057228e-01 3.023320491637512264e-01 5.783772867458638611e-01 2.536936547116547258e-01
3.052185867486896242e-01 2.549029281874617414e-01 7.723993919212275294e-01 5.125637925632744452e-01 7.216852971657021776e-01 7.755767512066467084e-01 inf 5.969520582683681686e-01 5.102449576330386760e-01 1.008098571756761874e+00 5.552771440818285997e-01 5.780344088290524374e-01 6.906265191136227166e-01 5.619700817894918154e-01 1.384423697464908787e-01 9.750568656839639914e-01 8.471106786234006147e-01 9.652648622867505690e-01 4.658392057052189728e-01 7.724676069445388649e-01 2.054922748638327856e-01 5.350369220312526375e-01
3.004806574599561686e-01 4.878763559312838671e-01 2.918589030807117179e-01 2.375146232139098146e-01 3.620914234217316174e-01 5.837853968429970175e-01 5.969520582683681686e-01 inf 6.144310160683170707e-01 4.994603042451052355e-01 4.846500102515128444e-02 5.728688725464752690e-02 4.182394544991233087e-01 5.971300188187761426e-01 5.782703846310927043e-01 4.339073909568398335e-01 4.576844839760474404e-01 3.697291685111807613e-01 3.946383418296519063e-01 3.492056439330703532e-01 4.422543051644127754e-01 5.289235500388040911e-01
4.299152350663414390e-01 2.698841446910417163e-01 9.005772800615425844e-01 7.234671857122817462e-01 9.325402273990104351e-01 3.347552626623614969e-01 5.102449576330386760e-01 6.144310160683170707e-01 inf 7.480952890800248722e-01 6.072878252708424629e-01 6.432301065557446407e-01 3.551852690949013347e-01 6.933386659552620568e-02 6.257519071054756798e-01 7.634042468555074512e-01 5.245769525537073985e-01 9.188414588222649781e-01 2.201343713365367660e-01 5.137055619013448649e-01 3.551583092707032985e-01 1.075588900509087537e-01
7.114505596148624766e-01 8.030714411153575538e-01 6.593405803653544783e-01 7.337075758508242451e-01 7.892728646563109685e-01 4.757316866780613718e-01 1.008098571756761874e+00 4.994603042451052355e-01 7.480952890800248722e-01 inf 5.459877538589441581e-01 5.531271588224381253e-01 3.929304564946012324e-01 6.894682861482415159e-01 1.033339260736156451e+00 9.299060869215070024e-02 2.300657050287785443e-01 4.041086843452429966e-01 5.934703931385831854e-01 2.461491707698990339e-01 8.093005372610011516e-01 6.415782676007404373e-01
2.647696844293507268e-01 4.611579079650188207e-01 2.932908581171758122e-01 1.963228198543243430e-01 3.443737685127414294e-01 6.033112137296680055e-01 5.552771440818285997e-01 4.846500102515128444e-02 6.072878252708424629e-01 5.459877538589441581e-01 inf 3.594276730857170338e-02 4.396256964149889424e-01 5.954068663529148431e-01 5.318705366919838085e-01 4.818481124779600000e-01 4.934843480096643420e-01 4.099878116109026416e-01 3.897594286693728538e-01 3.855337159079181286e-01 4.091719752228518137e-01 5.276297502719804466e-01
2.938873639321596398e-01 4.939506643061485902e-01 2.573497940244773297e-01 1.813817538892243952e-01 3.117829126645143001e-01 6.341427306596305602e-01 5.780344088290524374e-01 5.728688725464752690e-02 6.432301065557446407e-01 5.531271588224381253e-01 3.594276730857170338e-02 inf 4.695314187019564156e-01 6.311509874998600944e-01 5.471617414271809920e-01 4.844908231596349313e-01 5.147130327084860069e-01 3.889905846195055861e-01 4.256346540836442038e-01 4.062741014234262926e-01 4.391985404453452868e-01 5.633206481027228651e-01
4.423060878046684019e-01 4.510103037219791999e-01 6.994659764288536641e-01 6.224860232539520810e-01 7.802332534731480918e-01 1.661509254584492001e-01 6.906265191136227166e-01 4.182394544991233087e-01 3.551852690949013347e-01 3.929304564946012324e-01 4.396256964149889424e-01 4.695314187019564156e-01 inf 2.981003787844014874e-01 7.547457012415674793e-01 4.124834118988722209e-01 1.742600177899584213e-01 6.158182377905657701e-01 2.288163274040327655e-01 1.657685093413124588e-01 4.854946208380780948e-01 2.487548074778048457e-01
4.461348385020902363e-01 3.127292616648233992e-01 8.873435068016081173e-01 7.275110056474309861e-01 9.296934445247659884e-01 2.655937828878087159e-01 5.619700817894918154e-01 5.971300188187761426e-01 6.933386659552620568e-02 6.894682861482415159e-01 5.954068663529148431e-01 6.311509874998600944e-01 2.981003787844014874e-01 inf 6.706429646738850670e-01 7.098754251395450465e-01 4.631588013969988871e-01 8.823035464489930035e-01 2.067480616954366635e-01 4.608611103655150809e-01 3.920224912259183681e-01 6.823675623963176839e-02
3.245781825233660656e-01 3.579579794159634676e-01 7.039927824135340240e-01 4.420117796249796727e-01 6.325612314281241488e-01 8.603257041995522325e-01 1.384423697464908787e-01 5.782703846310927043e-01 6.257519071054756798e-01 1.033339260736156451e+00 5.318705366919838085e-01 5.471617414271809920e-01 7.547457012415674793e-01 6.706429646738850670e-01 inf 9.887338683491925240e-01 8.971045583740071550e-01 9.345837524544060582e-01 5.427553140125529474e-01 8.109946085607934174e-01 2.839576906660425393e-01 6.344945226583319497e-01
6.725723515819500564e-01 7.863381172097283489e-01 5.708920762015911032e-01 6.623997533605909815e-01 7.034770963473259142e-01 5.215523805648716316e-01 9.750568656839639914e-01 4.339073909568398335e-01 7.634042468555074512e-01 9.299060869215070024e-02 4.818481124779600000e-01 4.844908231596349313e-01 4.124834118988722209e-01 7.098754251395450465e-01 9.887338683491925240e-01 inf 2.727249132851496394e-01 3.116932262660968567e-01 5.885564472538789005e-01 2.496986945389381984e-01 7.823841329372572817e-01 6.558488670582094393e-01
5.744065780754150641e-01 6.174991150504567372e-01 7.010478585931362305e-01 6.892505595920117578e-01 8.068060352073078700e-01 2.492965423580951745e-01 8.471106786234006147e-01 4.576844839760474404e-01 5.245769525537073985e-01 2.300657050287785443e-01 4.934843480096643420e-01 5.147130327084860069e-01 1.742600177899584213e-01 4.631588013969988871e-01 8.971045583740071550e-01 2.727249132851496394e-01 inf 5.374960447948559095e-01 3.968821043440484697e-01 1.085102300910160272e-01 6.419660687938880672e-01 4.201490198392770492e-01
6.699104692826768348e-01 8.469401577987888396e-01 3.239560324617940523e-01 5.185552356701355059e-01 4.664690264172212109e-01 7.641400616317266525e-01 9.652648622867505690e-01 3.697291685111807613e-01 9.188414588222649781e-01 4.041086843452429966e-01 4.099878116109026416e-01 3.889905846195055861e-01 6.158182377905657701e-01 8.823035464489930035e-01 9.345837524544060582e-01 3.116932262660968567e-01 5.374960447948559095e-01 inf 7.066555623338907077e-01 4.618285582970223513e-01 8.096395395635752612e-01 8.173111756568828268e-01
