inf 5.976487898048047365e-01 7.833487111587150720e-01 2.047365249967802447e-01 6.565963528822493789e-01 6.105282031501288453e-02 3.348505409135865696e-01 8.581140984777288483e-02 3.221002297542124859e-01 3.303463518896399553e-01 6.145944847275364165e-01 1.332298344380421218e-01 1.486017590809144695e-01 7.525986843444724961e-02 8.493149633087028472e-02 3.142769538219638004e-01 8.227498295945122608e-01 3.223186429905616768e-01 4.630612134800893287e-01 7.915101561270332375e-01
5.976487898048047365e-01 inf 4.681887398119035093e-01 5.189480046187793238e-01 2.151035440012028510e-01 6.452795920550127295e-01 6.047235590171825548e-01 5.921419233202847021e-01 5.588285756794941772e-01 6.667289680561977461e-01 6.245075256996501789e-01 5.496560748414047737e-01 6.458190055587768041e-01 6.697120728989520710e-01 6.039829481670031530e-01 8.052389186293330559e-01 2.275748676541295146e-01 3.193140987386482443e-01 1.483434584111961718e-01 2.413815396701857185e-01
7.833487111587150720e-01 4.681887398119035093e-01 inf 5.973486230697209187e-01 2.534225780440743647e-01 8.442695517085071488e-01 5.608504823852656918e-01 7.258961105377326195e-01 5.323385509700049312e-01 1.003999709267977991e+00 1.065585345265880557e+00 6.663876598929567852e-01 9.006447595437446774e-01 8.549222525131171535e-01 8.370294112331554404e-01 8.140818949655380665e-01 5.419342629117088750e-01 4.802316078768310570e-01 4.456258465675055347e-01 6.482629419084222633e-01
2.047365249967802447e-01 5.189480046187793238e-01 5.973486230697209187e-01 inf 5.137884263435881227e-01 2.636166068802933138e-01 1.514582229353586829e-01 1.312992390609802884e-01 1.245604257976078988e-01 5.114567655070136887e-01 7.384786047898922456e-01 7.284472500240150861e-02 3.482422778875024494e-01 2.666816252808524856e-01 2.805089382835493916e-01 2.862913374716833936e-01 7.443006083307073251e-01 2.000913195232925379e-01 3.707503027884712088e-01 7.465957120328423624e-01
6.565963528822493789e-01 2.151035440012028510e-01 2.534225780440743647e-01 5.137884263435881227e-01 inf 7.137471624551969818e-01 5.452305841227691463e-01 6.226273664078285641e-01 5.033725486932784099e-01 8.116006343989373706e-01 8.262463029312721030e-01 5.679420504772870748e-01 7.447030452912049014e-01 7.318404492195118571e-01 6.892541134302477834e-01 7.838106636125412585e-01 3.232211268163378559e-01 3.347548358255522105e-01 2.262969603915861994e-01 4.083646163583803390e-01
6.105282031501288453e-02 6.452795920550127295e-01 8.442695517085071488e-01 2.636166068802933138e-01 7.137471624551969818e-01 inf 3.867280724149691484e-01 1.375375986280732432e-01 3.776128777250737922e-01 2.972872100852382848e-01 6.043061954488171406e-01 1.911339397380586447e-01 1.065564229376048805e-01 3.027983225098990552e-02 6.459015422842825926e-02 3.300982418727849699e-01 8.682234476104228049e-01 3.804795452159219216e-01 5.149578022385490339e-01 8.300721930082477495e-01
3.348505409135865696e-01 6.047235590171825548e-01 5.608504823852656918e-01 1.514582229353586829e-01 5.452305841227691463e-01 3.867280724149691484e-01 inf 2.499489605090556288e-01 4.594608487574774330e-02 6.568554962830505106e-01 8.892951592967657248e-01 2.065606237089110675e-01 4.833370272071045304e-01 3.808837725894978488e-01 4.175345911496313178e-01 2.534183222892034126e-01 8.197256176184749554e-01 2.973446628245759449e-01 4.597516468624270880e-01 8.431233326553335683e-01
8.581140984777288483e-02 5.921419233202847021e-01 7.258961105377326195e-01 1.312992390609802884e-01 6.226273664078285641e-01 1.375375986280732432e-01 2.499489605090556288e-01 inf 2.401967660590066944e-01 4.149134459972690925e-01 6.860328577703068698e-01 5.956644731855426089e-02 2.342457957210740960e-01 1.363887469624002480e-01 1.703702222129664379e-01 2.529624017301787542e-01 8.196463581801762821e-01 2.905315687286495474e-01 4.491796219825254788e-01 8.023795017934940432e-01
3.221002297542124859e-01 5.588285756794941772e-01 5.323385509700049312e-01 1.245604257976078988e-01 5.033725486932784099e-01 3.776128777250737922e-01 4.594608487574774330e-02 2.401967660590066944e-01 inf 6.358886427002701236e-01 8.556744592706662100e-01 1.895686531624758975e-01 4.690224399916085307e-01 3.753490443016486156e-01 4.018893876750589955e-01 2.866632676460308948e-01 7.743356855782539405e-01 2.520828551283914032e-01 4.138107870173223235e-01 7.971786642188415373e-01
3.303463518896399553e-01 6.667289680561977461e-01 1.003999709267977991e+00 5.114567655070136887e-01 8.116006343989373706e-01 2.972872100852382848e-01 6.568554962830505106e-01 4.149134459972690925e-01 6.358886427002701236e-01 inf 3.440346304381529108e-01 4.503592885268464241e-01 1.912622849908736933e-01 3.197703940629847974e-01 2.456145074340640444e-01 6.259525863943161683e-01 8.545146778996477455e-01 5.282748275867610310e-01 5.856243124808713230e-01 7.738301899702558773e-01
6.145944847275364165e-01 6.245075256996501789e-01 1.065585345265880557e+00 7.384786047898922456e-01 8.262463029312721030e-01 6.043061954488171406e-01 8.892951592967657248e-01 6.860328577703068698e-01 8.556744592706662100e-01 3.440346304381529108e-01 inf 6.992260081869620114e-01 5.103793121957516110e-01 6.323153631150825182e-01 5.412548817128952638e-01 9.286201024831117756e-01 7.333336203153186794e-01 6.594885556250141834e-01 6.215247426752525950e-01 6.154559897117680700e-01
1.332298344380421218e-01 5.496560748414047737e-01 6.663876598929567852e-01 7.284472500240150861e-02 5.679420504772870748e-01 1.911339397380586447e-01 2.065606237089110675e-01 5.956644731855426089e-02 1.895686531624758975e-01 4.503592885268464241e-01 6.992260081869620114e-01 inf 2.794545510078233486e-01 1.938784403122021660e-01 2.124399211544538424e-01 2.686570569580233880e-01 7.770756887124540269e-01 2.395278888739821865e-01 4.039390503346835803e-01 7.674122004613138648e-01
1.486017590809144695e-01 6.458190055587768041e-01 9.006447595437446774e-01 3.482422778875024494e-01 7.447030452912049014e-01 1.065564229376048805e-01 4.833370272071045304e-01 2.342457957210740960e-01 4.690224399916085307e-01 1.912622849908736933e-01 5.103793121957516110e-01 2.794545510078233486e-01 inf 1.286151500850858664e-01 6.790957514529370742e-02 4.347881286849925031e-01 8.600003892455050369e-01 4.229420527230711713e-01 5.305847822888579701e-01 8.060772149330733827e-01
7.525986843444724961e-02 6.697120728989520710e-01 8.549222525131171535e-01 2.666816252808524856e-01 7.318404492195118571e-01 3.027983225098990552e-02 3.808837725894978488e-01 1.363887469624002480e-01 3.753490443016486156e-01 3.197703940629847974e-01 6.323153631150825182e-01 1.938784403122021660e-01 1.286151500850858664e-01 inf 9.448908130581240572e-02 3.061918710612780981e-01 8.936306254534298610e-01 3.974670360608539843e-01 5.371365833394791123e-01 8.576508003196281482e-01
8.493149633087028472e-02 6.039829481670031530e-01 8.370294112331554404e-01 2.805089382835493916e-01 6.892541134302477834e-01 6.459015422842825926e-02 4.175345911496313178e-01 1.703702222129664379e-01 4.018893876750589955e-01 2.456145074340640444e-01 5.412548817128952638e-01 2.124399211544538424e-01 6.790957514529370742e-02 9.448908130581240572e-02 inf 3.895146730431173210e-01 8.234138727432065430e-01 3.621205938526151358e-01 4.808914084234842123e-01 7.786259678258968808e-01
3.142769538219638004e-01 8.052389186293330559e-01 8.140818949655380665e-01 2.862913374716833936e-01 7.838106636125412585e-01 3.300982418727849699e-01 2.534183222892034126e-01 2.529624017301787542e-01 2.866632676460308948e-01 6.259525863943161683e-01 9.286201024831117756e-01 2.686570569580233880e-01 4.347881286849925031e-01 3.061918710612780981e-01 3.895146730431173210e-01 inf 1.030299427953444757e+00 4.862034323746268205e-01 6.570179358874880249e-01 1.031222028704158022e+00
8.227498295945122608e-01 2.275748676541295146e-01 5.419342629117088750e-01 7.443006083307073251e-01 3.232211268163378559e-01 8.682234476104228049e-01 8.197256176184749554e-01 8.196463581801762821e-01 7.743356855782539405e-01 8.545146778996477455e-01 7.333336203153186794e-01 7.770756887124540269e-01 8.600003892455050369e-01 8.936306254534298610e-01 8.234138727432065430e-01 1.030299427953444757e+00 inf 5.442098219176118024e-01 3.740303597176019013e-01 1.340812671298794723e-01
